"id","variable","value"
627720981268125,"A1824",0.130435
399653851036968,"A1824",0.04386
951175152042074,"A1824",0.067036
674423386757640,"A1824",0.051724
245732980128328,"A1824",0.093333
664634304487498,"A1824",0.059731
700408017352011,"A1824",0.054809
652189518818491,"A1824",0.133333
323810478699159,"A1824",0.043779
766558837455399,"A1824",0.04878
1000644153681549,"A1824",0.107438
2742638836054951,"A1824",0.081632
915167678974968,"A1824",0.057142
339310810618860,"A1824",0.030303
628672164676451,"A1824",0.066122
687995598502902,"A1824",0.063618
426133468369156,"A1824",0.207793
369325094208738,"A1824",0.061584
1771321499692419,"A1824",0.062948
2696919390524343,"A1824",0.049451
337225230841336,"A1824",0.10219
535037604014567,"A1824",0.097515
2810318295857559,"A1824",0.027444
318955982698685,"A1824",0.052632
1304161746587950,"A1824",0.075663
338959270689625,"A1824",0.021739
671379887131933,"A1824",0.25
2323618957763083,"A1824",0.036364
1436381169894814,"A1824",0.044832
832630310894495,"A1824",0.153595
345930109969724,"A1824",0.049383
715925558993870,"A1824",0.042452
651645192155865,"A1824",0.044828
628120717877064,"A1824",0.065217
352109659367254,"A1824",0.041667
255574675748922,"A1824",0.074348
399733494525497,"A1824",0.015854
248967529871612,"A1824",0.059479
357018368908498,"A1824",0.090861
373644440444260,"A1824",0.040678
3110479689061893,"A1824",0.041237
2689914408004246,"A1824",0.122779
363020771503703,"A1824",0.171698
346391649810607,"A1824",0.372093
275750773432447,"A1824",0.074519
1030333070748009,"A1824",0.087719
252483359470534,"A1824",0.139535
2805373413031521,"A1824",0.075556
2677589999223919,"A1824",0.085261
1034786110275504,"A1824",0.222222
796200747796416,"A1824",0.054054
962821717546934,"A1824",0.171525
339286044072134,"A1824",0.066912
340209760586406,"A1824",0.26087
686250678943182,"A1824",0.109838
760308874530374,"A1824",0.108678
814751192667482,"A1824",0.058673
724452731610916,"A1824",0.188406
1446934682169817,"A1824",0.15728
1039088086523315,"A1824",0.3
2778326079123323,"A1824",0.171597
617598688916751,"A1824",0.05873
684576622144429,"A1824",0.070644
395343331490849,"A1824",0.189314
368869757641012,"A1824",0.170576
689176302030889,"A1824",0.136016
2416110818690545,"A1824",0.061947
686171475611865,"A1824",0.086454
2800329503582251,"A1824",0.104947
334779841115452,"A1824",0.064935
3265646040218340,"A1824",0.02514
339562297281037,"A1824",0.034438
409408913377836,"A1824",0.057994
664251237558154,"A1824",0.128872
346325230142971,"A1824",0.047059
642508366378967,"A1824",0.062031
647484505967142,"A1824",0.114047
669779770328820,"A1824",0.111773
975159696317038,"A1824",0.127841
380552049612829,"A1824",0.060904
691489128128015,"A1824",0.169917
1078544002602488,"A1824",0.307692
776238533178666,"A1824",0.05949
1033053253810904,"A1824",0.051471
570228343701188,"A1824",0.035336
353216602465205,"A1824",0.190476
764371754139044,"A1824",0.114074
361599281547996,"A1824",0.02985
352919682702168,"A1824",0.104286
994956717669016,"A1824",0.241935
2509515699347812,"A1824",0.097751
1213801668977057,"A1824",0.083744
2691150204457420,"A1824",0.086124
723228918261313,"A1824",0.097884
820962768732132,"A1824",0.14375
3120325718077439,"A1824",0.304348
639994506884408,"A1824",0.054317
452402725693752,"A1824",0.028986
1113755159020386,"A1824",0.035533
375309486814685,"A1824",0.03876
1017751172006322,"A1824",0.056994
820884958728920,"A1824",0.009346
694728884731019,"A1824",0.036921
529172721392417,"A1824",0.01466
651404369129161,"A1824",0.003049
343090306942394,"A1824",0.014289
450486149246332,"A1824",0.011259
3398529316852958,"A1824",0.063938
3226778877378040,"A1824",0.074324
401741344141825,"A1824",0.038799
667600777510914,"A1824",0.026995
710246283168249,"A1824",0.013486
2400817576892628,"A1824",0.024421
249043376406935,"A1824",0.024904
708806983365538,"A1824",0.031617
368657030955654,"A1824",0.00711
807888933314553,"A1824",0.104601
404662387189487,"A1824",0.036394
675626733335318,"A1824",0.122466
361212218260586,"A1824",0.013553
627718391223067,"A1824",0.070327
790982554999149,"A1824",0.062893
803662100392325,"A1824",0.137931
376406666862734,"A1824",0.059538
251493982965512,"A1824",0.195114
1686483198190180,"A1824",0.058333
740329603219747,"A1824",0.066666
373329804045375,"A1824",0.027953
1319457301726737,"A1824",0.067493
377150540115460,"A1824",0.166813
355525722261999,"A1824",0.14314
1029987474125577,"A1824",0.007884
357747955358815,"A1824",0.031908
1456455197887221,"A1824",0.044745
470401320593979,"A1824",0.165217
332144021187356,"A1824",0.076159
705499120051048,"A1824",0.13913
335663204381153,"A1824",0.14097
2842547409179247,"A1824",0.008773
328378961797923,"A1824",0.210993
343205066997620,"A1824",0.028037
337457947500786,"A1824",0.018449
258107598894946,"A1824",0.030352
3202978573157523,"A1824",0.073776
337792977495937,"A1824",0.07814
885207628676292,"A1824",0.065428
3316621575122874,"A1824",0.077009
843937489767455,"A1824",0.226415
2816037578647978,"A1824",0.181818
1004333316658936,"A1824",0.138365
647592575955503,"A1824",0.14609
764483887740348,"A1824",0.174125
3339487326137215,"A1824",0.037741
377534293618330,"A1824",0.145078
672898990013410,"A1824",0.043429
462939174679869,"A1824",0.163772
795801631203760,"A1824",0.103292
719438028922213,"A1824",0.108208
2809491979280021,"A1824",0.195572
1305449316464151,"A1824",0.1875
252229072878645,"A1824",0.155115
2782016468786137,"A1824",0.1467
375795040222178,"A1824",0.091933
817678572335376,"A1824",0.11
3500997266624766,"A1824",0.072581
617316088952704,"A1824",0.132653
338238873915788,"A1824",0.22381
3105035522952614,"A1824",0.189394
3268890969873395,"A1824",0.202797
372008603937424,"A1824",0.0625
379833199706513,"A1824",0.023256
829455431196623,"A1824",0.013305
631770294132840,"A1824",0.034777
767935053763772,"A1824",0.005025
822374921832757,"A1824",0.012728
638268603535058,"A1824",0.035135
346625153346568,"A1824",0.029885
3321914341229238,"A1824",0.125127
776963963118413,"A1824",0.004348
1454541414738225,"A1824",0.020341
400360844693734,"A1824",0.064647
2833508960217796,"A1824",0.103098
335470227536263,"A1824",0.039117
989241298152726,"A1824",0.173579
1377652352437824,"A1824",0.105059
336350384317046,"A1824",0.28286
375979563808570,"A1824",0.153203
1184933498559142,"A1824",0.158731
999921243819025,"A1824",0.186785
790291801771700,"A1824",0.05036
378728036645602,"A1824",0.081826
2380698958893132,"A1824",0.049296
1160312157702659,"A1824",0.05923
3431573743608125,"A1824",0.121622
672316390360453,"A1824",0.205882
790010788498139,"A1824",0.032609
3958283024187623,"A1824",0.044729
779780486190442,"A1824",0.033573
381449966320760,"A1824",0.062812
362670981764371,"A1824",0.15544
636415370246238,"A1824",0.053151
339621890463833,"A1824",0.119358
836863950392468,"A1824",0.061946
1230305417349908,"A1824",0.044155
352194842590379,"A1824",0.092705
979577729192951,"A1824",0.087021
406130227045452,"A1824",0.173913
700747807316100,"A1824",0.073825
389660512052624,"A1824",0.050157
1201337756904969,"A1824",0.076923
3307753722638193,"A1824",0.10536
643256059923315,"A1824",0.08756
956786048156400,"A1824",0.107639
3308191159295972,"A1824",0.078779
948296122345476,"A1824",0.082775
3549311041804990,"A1824",0.011112
333415468099442,"A1824",0.019047
364326588056447,"A1824",0.054882
365460528193174,"A1824",0.018868
640574233564133,"A1824",0.03125
334412058005953,"A1824",0.017857
630713304308337,"A1824",0.028964
920726521786173,"A1824",0.007357
773638630135202,"A1824",0.035714
747739722453401,"A1824",0.031332
695882634346905,"A1824",0.013438
332936171144313,"A1824",0.031061
828907651179808,"A1824",0.055711
1718033168363253,"A1824",0.024957
310131036954820,"A1824",0.078242
681106169429830,"A1824",0.027714
421436135501188,"A1824",0.020134
3458108360970052,"A1824",0.022556
2496198707345642,"A1824",0.050265
3287633281327954,"A1824",0.028278
334128028023876,"A1824",0.07188
335940584129249,"A1824",0.092593
1874203376044666,"A1824",0.064018
674337113493056,"A1824",0.035088
1471167383093542,"A1824",0.044271
2627249430919337,"A1824",0.032587
2788835178018182,"A1824",0.018478
838421263648460,"A1824",0.094635
4359305707472914,"A1824",0.050315
1701134490064379,"A1824",0.01613
739184376674714,"A1824",0.119221
787806621782488,"A1824",0.051741
828712687868221,"A1824",0.172661
394216185315386,"A1824",0.038462
1082900908795406,"A1824",0.06499
751795888712842,"A1824",0.045614
2402475440055706,"A1824",0.077922
3239411992842099,"A1824",0.01
623308411620054,"A1824",0.026117
620215568645278,"A1824",0.060614
762929830942306,"A1824",0.172414
956053751582764,"A1824",0.066879
3415095425215820,"A1824",0.063595
1267292016949171,"A1824",0.198953
3497084220314545,"A1824",0.096045
325922661807412,"A1824",0.081422
3437668746308684,"A1824",0.028358
1195342530866711,"A1824",0.052686
800698764082583,"A1824",0.040914
675288593104443,"A1824",0.025865
1453509588191941,"A1824",0.031673
332042251446018,"A1824",0.057727
750786072429216,"A1824",0.0113
808137406608380,"A1824",0.092424
3304877619627695,"A1824",0.060607
350431582827962,"A1824",0.08699
3518553764875808,"A1824",0.081736
340704480482480,"A1824",0.107062
260876298565010,"A1824",0.047619
341154340461915,"A1824",0.060824
626848454658011,"A1824",0.069498
2753605608294568,"A1824",0.085606
3335360136544853,"A1824",0.08044
986150948518160,"A1824",0.045868
3408823579208113,"A1824",0.002959
374180187276316,"A1824",0.057989
351525979262816,"A1824",0.120088
1648898891946714,"A1824",0.081823
1281019982262786,"A1824",0.041253
341406030646230,"A1824",0.109489
392381731933651,"A1824",0.083181
430831864568915,"A1824",0.075998
283763866167093,"A1824",0.060847
1924495074359990,"A1824",0.063562
916691025522201,"A1824",0.026969
668404254055262,"A1824",0.027264
329407888317265,"A1824",0.059675
3673436952715320,"A1824",0.10167
1680388018801918,"A1824",0.039474
3384868558286940,"A1824",0.208087
1016135145525883,"A1824",0.19685
325768545325074,"A1824",0.122363
1658144721018696,"A1824",0.030488
392746855091011,"A1824",0.139535
398526731143925,"A1824",0.090226
1019570188482084,"A1824",0.033067
326517488623385,"A1824",0.087549
3493815527345508,"A1824",0.1
333050837945665,"A1824",0.066967
978654012651615,"A1824",0.139028
331955281224080,"A1824",0.2
617724349102971,"A1824",0.120603
821869985220935,"A1824",0.061133
652249835481608,"A1824",0.215311
684743895785403,"A1824",0.111886
737172130181594,"A1824",0.124275
653847702229807,"A1824",0.112169
330728678355999,"A1824",0.114321
1291162161218144,"A1824",0.13125
759920441523258,"A1824",0.203835
411408399845994,"A1824",0.108904
667233430569484,"A1824",0.102698
3399329290166189,"A1824",0.109315
640407369992302,"A1824",0.035556
2054757517995109,"A1824",0.072992
1397593840443312,"A1824",0.057663
1179781362406212,"A1824",0.044554
3333211083382927,"A1824",0.009202
252927779434690,"A1824",0.060901
797671304377937,"A1824",0.030989
327847051852163,"A1824",0.077716
347085776705102,"A1824",0.072155
1633335863508867,"A1824",0.02221
353356055718084,"A1824",0.173077
631033937601326,"A1824",0.071537
1671100953065623,"A1824",0.027548
796955470875515,"A1824",0.037004
454993578809234,"A1824",0.012362
381783452986235,"A1824",0.070589
774429456728948,"A1824",0.150831
795634787932794,"A1824",0.070288
608102529856840,"A1824",0.09177
333144601251999,"A1824",0.039772
921753581567255,"A1824",0.055631
390565081937669,"A1824",0.033333
326943515035856,"A1824",0.089836
1622622977897893,"A1824",0.117809
383903436105498,"A1824",0.037244
384556589604952,"A1824",0.067486
654020635317641,"A1824",0.053533
2711110649145847,"A1824",0.073838
790947704787632,"A1824",0.25334
3625782007460951,"A1824",0.113744
273733960311666,"A1824",0.096655
1390997207757479,"A1824",0.145856
1217237198636679,"A1824",0.088792
336660314061180,"A1824",0.091091
797699971067101,"A1824",0.139736
667542697505716,"A1824",0.033693
342845253493247,"A1824",0.10866
472542073703463,"A1824",0.102194
248620853258599,"A1824",0.050881
636079673756474,"A1824",0.049731
361421224986034,"A1824",0.036053
671429177119388,"A1824",0.037543
1437091596489748,"A1824",0.120689
1610876319080637,"A1824",0.142404
718825559026550,"A1824",0.08507
641029816553783,"A1824",0.037701
1192866404402227,"A1824",0.042704
2533532900221876,"A1824",0.039801
1085083468591879,"A1824",0.008746
257440095505134,"A1824",0.090729
3387959164619299,"A1824",0.048725
972959493218449,"A1824",0.056782
1644822332365185,"A1824",0.050483
1013158189097439,"A1824",0.063926
660455637917303,"A1824",0.078125
335879207752557,"A1824",0.053888
397596597893863,"A1824",0.09009
347088716727980,"A1824",0.050209
335153514364481,"A1824",0.099278
375431643613328,"A1824",0.054242
362192981577125,"A1824",0.076651
824925234921345,"A1824",0.036622
247945153184790,"A1824",0.052868
374869260189783,"A1824",0.102721
347304936510097,"A1824",0.081632
732634760650737,"A1824",0.050189
1461551610706251,"A1824",0.076923
337298974357824,"A1824",0.051975
727795101133328,"A1824",0.027887
422574565382163,"A1824",0.079648
750756915769238,"A1824",0.052632
1012903832511690,"A1824",0.026194
327215931875226,"A1824",0.085617
344998143602443,"A1824",0.052631
1238161726557053,"A1824",0.058021
1427945094083188,"A1824",0.081968
348936739644441,"A1824",0.072527
697852930822559,"A1824",0.111226
347445686504700,"A1824",0.015121
2679361422325372,"A1824",0.050732
2703029589800747,"A1824",0.086184
2444769935817163,"A1824",0.229509
1603217393173726,"A1824",0.085478
331932021561116,"A1824",0.05668
323508295378814,"A1824",0.101045
326489705232900,"A1824",0.073826
354088185715779,"A1824",0.043988
861939281279970,"A1824",0.042633
2739938992950624,"A1824",0.03056
355421252557931,"A1824",0.161764
246211003393132,"A1824",0.091478
2052374188231815,"A1824",0.207547
619275035403631,"A1824",0.031379
3250925298289808,"A1824",0.06426
809489759824839,"A1824",0.110613
387503919276818,"A1824",0.071247
662856074642909,"A1824",0.065922
1037605643336275,"A1824",0.019139
1675160029331208,"A1824",0.070362
365208141205550,"A1824",0.25974
990916854758243,"A1824",0.234114
3445946182127636,"A1824",0.17004
640611896625531,"A1824",0.099477
890534884849846,"A1824",0.085427
358110735385599,"A1824",0.090739
357804118737077,"A1824",0.031088
675603753072711,"A1824",0.111111
383134562878964,"A1824",0.187164
1193579737704027,"A1824",0.191184
429888127992986,"A1824",0.126761
768975607010837,"A1824",0.250883
2750914331833869,"A1824",0.139818
376128303562949,"A1824",0.181818
2438431786450900,"A1824",0.083334
771582820299059,"A1824",0.183634
748680819321257,"A1824",0.090776
978634342655809,"A1824",0.049587
780021132821388,"A1824",0.255319
350887199498292,"A1824",0.071429
785419812043553,"A1824",0.111111
443375019970730,"A1824",0.111579
351238479268581,"A1824",0.170644
407419330420414,"A1824",0.15
816537155554497,"A1824",0.069149
392312951925666,"A1824",0.098291
396441948203246,"A1824",0.137931
385212576185832,"A1824",0.051282
719904562216302,"A1824",0.133334
759420004646504,"A1824",0.116907
2866184830271945,"A1824",0.041237
675928469705584,"A1824",0.049505
346995273413651,"A1824",0.08
1277902689249851,"A1824",0.082192
394661318363451,"A1824",0.108966
638902320132150,"A1824",0.076923
2779028305533365,"A1824",0.137931
348084386247767,"A1824",0.077922
806793773468400,"A1824",0.038462
362637708313439,"A1824",0.040984
695225811368227,"A1824",0.079661
626579024886054,"A1824",0.142857
626124104750430,"A1824",0.10101
4476501679090682,"A1824",0.050847
259757755337858,"A1824",0.063492
1757156087767377,"A1824",0.028125
263269071603407,"A1824",0.056604
437749303876724,"A1824",0.091718
346216353269950,"A1824",0.222222
1211758515848226,"A1824",0.043478
699541940946641,"A1824",0.025641
2075022399295704,"A1824",0.123596
781680469351986,"A1824",0.056338
2861811380719792,"A1824",0.133333
276343206809741,"A1824",0.103448
649675342390806,"A1824",0.084508
1278196722562678,"A1824",0.103449
2653496808247163,"A1824",0.060606
693393881571200,"A1824",0.101695
3147813798678316,"A1824",0.077235
1239398383093243,"A1824",0.091185
353633995919110,"A1824",0.26087
386731072703727,"A1824",0.304878
406898503818822,"A1824",0.092888
1180372432363687,"A1824",0.072687
796838911116467,"A1824",0.083893
1081389048982821,"A1824",0.189974
871618350043338,"A1824",0.076923
1833644733457849,"A1824",0.117647
2633352330251530,"A1824",0.135135
1584733851710729,"A1824",0.214286
393378765400082,"A1824",0.108819
615185972507957,"A1824",0.023055
1030307090728513,"A1824",0.229819
2734793420181688,"A1824",0.232558
2786916441629993,"A1824",0.208334
2904752072957717,"A1824",0.160387
3347283885326778,"A1824",0.142857
714206982515881,"A1824",0.111378
732588324136295,"A1824",0.10909
796673337734449,"A1824",0.0625
739390386613039,"A1824",0.255814
680296389522821,"A1824",0.3
787814388730458,"A1824",0.08
884910005247290,"A1824",0.034483
366184031412359,"A1824",0.09375
1228690520857179,"A1824",0.053498
407375153986700,"A1824",0.281691
685763088715646,"A1824",0.269504
2737797249826529,"A1824",0.187892
366664161125575,"A1824",0.150944
388224829253108,"A1824",0.325843
743013109610701,"A1824",0.054581
1031025037328103,"A1824",0.10804
390018875505288,"A1824",0.060241
398720428188534,"A1824",0.210526
3532164483542687,"A1824",0.103448
352721152466407,"A1824",0.125
1487537384968396,"A1824",0.18254
395729231447822,"A1824",0.015748
3468877556536262,"A1824",0.087912
941393790027542,"A1824",0.122994
734492513886969,"A1824",0.047619
389551222456975,"A1824",0.050691
3385430724886512,"A1824",0.189189
798273334322847,"A1824",0.075812
359016198649500,"A1824",0.113846
1490294431159009,"A1824",0.025862
699388540926948,"A1824",0.029412
814210899408807,"A1824",0.040998
972735736545133,"A1824",0.016949
716605748955732,"A1824",0.028463
366707077812917,"A1824",0.09091
369735927559427,"A1824",0.09434
845384422884656,"A1824",0.0301
802438617156532,"A1824",0.091787
2453264924976886,"A1824",0.029412
356936745388764,"A1824",0.030928
704163497120816,"A1824",0.019231
3485355868224175,"A1824",0.066667
747438985841968,"A1824",0.022936
713482025933836,"A1824",0.020408
336470447440254,"A1824",0.008929
806271836802436,"A1824",0.038961
671052563546754,"A1824",0.027523
289095882248458,"A1824",0.04762
482948312663015,"A1824",0.11017
809580439840395,"A1824",0.060606
383790039440796,"A1824",0.022222
643862296310235,"A1824",0.03626
838277570251636,"A1824",0.020603
365674051286981,"A1824",0.010989
841343053290355,"A1824",0.042554
3261698187292775,"A1824",0.036065
710348102886204,"A1824",0.011733
644780639730994,"A1824",0.015768
377526176619613,"A1824",0.013809
683488448961429,"A1824",0.025424
348416582889670,"A1824",0.058824
674249570158239,"A1824",0.02439
1290569234634929,"A1824",0.036364
649052682709511,"A1824",0.099511
969236746890235,"A1824",0.104477
1000081653831251,"A1824",0.038961
1581003992106670,"A1824",0.054794
685165539068919,"A1824",0.08547
811063823071940,"A1824",0.026718
964754804003332,"A1824",0.055385
718980912294856,"A1824",0.060914
993144737847930,"A1824",0.009901
665374987740378,"A1824",0.106164
669373247298887,"A1824",0.056893
846964259382359,"A1824",0.164383
287579739004719,"A1824",0.132296
352254719348143,"A1824",0.083333
339769393991008,"A1824",0.027778
768089553754165,"A1824",0.038835
358839298519012,"A1824",0.104477
992146051301811,"A1824",0.020833
349165109497884,"A1824",0.09142
712019436067322,"A1824",0.061947
1702405289938319,"A1824",0.116143
340668040688520,"A1824",0.086957
2790480227847466,"A1824",0.018868
986487811851670,"A1824",0.077236
388950632387917,"A1824",0.019417
376085376867144,"A1824",0.055697
1055527398233013,"A1824",0.022801
1049209592216550,"A1824",0.006024
341879673933950,"A1824",0.016827
408946810125331,"A1824",0.021277
2825664584203806,"A1824",0.027248
1226848814367109,"A1824",0.029412
2689099347995166,"A1824",0.031884
1866115113541814,"A1824",0.181818
2845586729051280,"A1824",0.05
1029732557541790,"A1824",0.215213
3451641801622914,"A1824",0.375
1636284466539611,"A1824",0.02219
379400623413072,"A1824",0.025974
1229672797403152,"A1824",0.014178
332948011333265,"A1824",0.011058
371087560683208,"A1824",0.061611
746678402582933,"A1824",0.027778
356665908780800,"A1824",0.014423
807999819935253,"A1824",0.006803
267871257840746,"A1824",0.038314
1342027242795531,"A1824",0.022841
1418887854985691,"A1824",0.035731
4500916909978884,"A1824",0.027426
370999307419954,"A1824",0.058036
1153319765064114,"A1824",0.037037
1873177646169025,"A1824",0.055556
4935102616530153,"A1824",0.025974
1098225957259141,"A1824",0.026316
342669893457957,"A1824",0.086275
736881776895261,"A1824",0.070313
899631467232392,"A1824",0.044811
332446174512824,"A1824",0.022346
808778536614610,"A1824",0.06135
820998625319407,"A1824",0.065051
412525930143362,"A1824",0.026744
680270592925672,"A1824",0.044444
671578396828419,"A1824",0.192307
2976877495873016,"A1824",0.277778
644163699608189,"A1824",0.240281
363602361553063,"A1824",0.091744
343453933418989,"A1824",0.1
775457836627655,"A1824",0.266667
355227845730640,"A1824",0.133334
682710492663896,"A1824",0.143617
272906760682892,"A1824",0.190476
351207196206612,"A1824",0.184452
357660932211216,"A1824",0.06087
265439461552195,"A1824",0.1875
1117433718673542,"A1824",0.033334
1016160458824221,"A1824",0.067568
998258567340670,"A1824",0.011905
393592522013698,"A1824",0.310345
1062048207564399,"A1824",0.111111
2665846427078302,"A1824",0.078432
668084083848667,"A1824",0.314286
683067225958153,"A1824",0.037037
401016681272248,"A1824",0.12
1217678965269238,"A1824",0.19898
3076688872557946,"A1824",0.021739
642066543065282,"A1824",0.010638
449922999305558,"A1824",0.009592
392652531870466,"A1824",0.094595
645550026137056,"A1824",0.041667
3759294180750098,"A1824",0.152778
348406526413855,"A1824",0.222222
2549133845395471,"A1824",0.288
1114154139004448,"A1824",0.093486
3223182537804125,"A1824",0.107143
3568388146559796,"A1824",0.048192
1073311826472573,"A1824",0.014085
705536560395792,"A1824",0.053334
703904063551013,"A1824",0.036363
2669810853270461,"A1824",0.142857
349884509420095,"A1824",0.083333
688168898571693,"A1824",0.089552
662030024505184,"A1824",0.1875
631439850866889,"A1824",0.230769
683141145965905,"A1824",0.160714
657428668275577,"A1824",0.074074
704557543490055,"A1824",0.056604
584881735573903,"A1824",0.237828
443199923310237,"A1824",0.081517
491683745122213,"A1824",0.088236
873336796810794,"A1824",0.326923
2708118209405819,"A1824",0.052632
1154498848277418,"A1824",0.120931
345594413203438,"A1824",0.04023
646355906035876,"A1824",0.057142
1233322713734901,"A1824",0.086022
354599165815917,"A1824",0.045454
2670245466624554,"A1824",0.15
364086024917867,"A1824",0.061323
2675158189413508,"A1824",0.115987
1033327500439754,"A1824",0.085106
718258142372303,"A1824",0.055556
1698289780333447,"A1824",0.108333
2644367715877494,"A1824",0.017241
1022969288217808,"A1824",0.110775
654536741922413,"A1824",0.096774
1131623257240100,"A1824",0.08
3474906159263250,"A1824",0.233334
812771579486057,"A1824",0.102564
385082655944620,"A1824",0.126242
638063490194404,"A1824",0.136364
649558995929818,"A1824",0.111111
1854915627984718,"A1824",0.285714
3712151822148887,"A1824",0.084906
3455248397903332,"A1824",0.085011
2825372227753176,"A1824",0.151415
2779257575650729,"A1824",0.034285
790491855082367,"A1824",0.045612
2724622487779484,"A1824",0.181818
369163534301489,"A1824",0.272493
679045949405632,"A1824",0.086956
2076059505859252,"A1824",0.086806
4553455004729368,"A1824",0.206689
991721764661309,"A1824",0.209921
656631835008732,"A1824",0.061539
842795656531484,"A1824",0.125
842099793284398,"A1824",0.108434
2201997656600286,"A1824",0.04
1357507061309246,"A1824",0.361702
375073570360503,"A1824",0.090909
777724369626113,"A1824",0.125
3535002249922646,"A1824",0.255639
668666727174502,"A1824",0.166666
365939727986527,"A1824",0.086957
374637873656747,"A1824",0.102273
350135856219540,"A1824",0.206897
403324340677444,"A1824",0.117197
344878893467388,"A1824",0.08
731574064099212,"A1824",0.171789
380541136332185,"A1824",0.058824
643244579892630,"A1824",0.158898
690870141534499,"A1824",0.20308
381968309599610,"A1824",0.200733
288296792294297,"A1824",0.197453
2730728000364078,"A1824",0.245321
3329204783799226,"A1824",0.034483
1237496623316523,"A1824",0.23077
3417985711760255,"A1824",0.111628
1017317878772497,"A1824",0.263158
2855086271379844,"A1824",0.052632
632305150788229,"A1824",0.202703
1761609000654840,"A1824",0.1125
364716198072041,"A1824",0.029851
477321176507036,"A1824",0.163265
839984943467384,"A1824",0.104046
674763779842890,"A1824",0.106667
3704972202848879,"A1824",0.153846
296533557985807,"A1824",0.29487
695047421181564,"A1824",0.267645
751675509024242,"A1824",0.213768
3427949520620049,"A1824",0.042553
367481714692732,"A1824",0.190476
295953628051801,"A1824",0.014492
366951517862332,"A1824",0.28
735310210663056,"A1824",0.20354
684467839112033,"A1824",0.151786
695586737742812,"A1824",0.116371
841757613230078,"A1824",0.021978
1339999086353425,"A1824",0.112214
413133133413257,"A1824",0.148148
957920401397304,"A1824",0.2
400163874484976,"A1824",0.107143
808999006564848,"A1824",0.04902
683122192612974,"A1824",0.1
1365125893831696,"A1824",0.2
276735350253103,"A1824",0.2
1289821261367127,"A1824",0.060378
773912426561323,"A1824",0.259985
407369820273085,"A1824",0.169935
1008892619635183,"A1824",0.167845
810859892789513,"A1824",0.068182
1688119378015876,"A1824",0.057805
371662704166862,"A1824",0.159341
370022167478997,"A1824",0.150398
374011456983502,"A1824",0.060975
