"id","variable","value"
321655545608467,"male",0.447058
1320601558333152,"male",0.575757
2178428028948340,"male",0.378188
347319223314281,"male",0.529706
365174484486432,"male",0.588941
945932239251379,"male",0.394931
387032038988299,"male",0.459212
450524945865215,"male",0.46248
819677805237245,"male",0.427929
2737536526534745,"male",0.374341
763127701167662,"male",0.451609
805899933491203,"male",0.360894
1260958094243968,"male",0.429184
1639830549517743,"male",0.395719
255432732229827,"male",0.476451
325393145347309,"male",0.570714
361618241523601,"male",0.355088
1242205532813612,"male",0.443674
1256737827999441,"male",0.480036
401297860857700,"male",0.536451
651676765754783,"male",0.389679
1015594285545166,"male",0.418296
351531329359255,"male",0.443059
401073047543894,"male",0.505573
1167053263677518,"male",0.544958
349160462930928,"male",0.486848
921967731623776,"male",0.584559
665648657405784,"male",0.411746
998423290581849,"male",0.582777
1236682793348768,"male",0.413908
806713133399440,"male",0.534131
1485715448283193,"male",0.471078
344851676656914,"male",0.485784
1423641497840585,"male",0.471212
707567689841505,"male",0.597723
345934766778209,"male",0.400609
329644008150774,"male",0.523062
265808597742868,"male",0.461678
1067843680317320,"male",0.503674
676314573267772,"male",0.425464
3341878105891330,"male",0.430213
696365800950061,"male",0.441768
368459394317176,"male",0.457621
3277123785714420,"male",0.47266
602670660411532,"male",0.478946
754441482045042,"male",0.47944
1183941371986597,"male",0.483886
636042170392569,"male",0.494529
684312885627123,"male",0.507204
1034596540312200,"male",0.439117
2003827436583410,"male",0.486514
2375616129407961,"male",0.531224
2667031926888922,"male",0.35768
633796034193892,"male",0.431873
683328898934564,"male",0.379888
1563262417204727,"male",0.497447
601096274107975,"male",0.414738
635925230682599,"male",0.424301
1593532424141916,"male",0.463509
3157854500976811,"male",0.45689
598362174175035,"male",0.520339
359754918533992,"male",0.435939
320687685699631,"male",0.454027
4980870725271645,"male",0.48817
355986522443306,"male",0.431452
249100172977523,"male",0.503268
654899395449243,"male",0.504864
787561982020187,"male",0.435648
3427905223919018,"male",0.447851
352976152506400,"male",0.500665
1985064145128460,"male",0.463264
1976203559177627,"male",0.485126
3126727890765710,"male",0.611951
245309110139810,"male",0.389251
357349038784150,"male",0.399368
2736224276631482,"male",0.516719
3029350143838172,"male",0.470588
347358959647285,"male",0.370624
3733610933316437,"male",0.415831
1957902781033936,"male",0.479207
688887011711414,"male",0.404639
1192284227817581,"male",0.593895
1270045456674794,"male",0.412863
619133278759382,"male",0.443911
384478572569558,"male",0.485796
669038417376954,"male",0.415782
314991306496852,"male",0.442573
602769533731869,"male",0.543573
348793789648515,"male",0.411893
355188575670851,"male",0.342855
657172148261233,"male",0.401953
1007284639742493,"male",0.443246
354593195680821,"male",0.412171
370784684163154,"male",0.446229
1193864154304607,"male",0.518846
631029594223271,"male",0.395944
669842040580128,"male",0.300992
420097535620345,"male",0.407136
325756571841221,"male",0.380636
367268364449143,"male",0.374983
415140196132449,"male",0.411323
3132267470205336,"male",0.357725
771934623639038,"male",0.371678
245545650124468,"male",0.334766
2647949735467794,"male",0.379839
338241114089924,"male",0.411561
693576541365633,"male",0.410033
325624812046946,"male",0.437136
2645159772415875,"male",0.46257
2764025773875245,"male",0.535636
3323666191063545,"male",0.587659
373961956953053,"male",0.552835
888159008257258,"male",0.470518
980652639119104,"male",0.554036
361886381637034,"male",0.484585
337826464323962,"male",0.388471
1000605597053441,"male",0.405943
324360632172860,"male",0.453937
330338721632623,"male",0.492243
1196355047417454,"male",0.604938
687317475236176,"male",0.410327
799520254134777,"male",0.531675
2711443849098364,"male",0.363409
353808795764566,"male",0.441835
693474971253641,"male",0.408652
242724037179702,"male",0.394371
1011927292587848,"male",0.534299
832449653959692,"male",0.493968
650262112532559,"male",0.419185
243750763745974,"male",0.522114
619171852300478,"male",0.5034
677565406233010,"male",0.512517
772793030176345,"male",0.58982
414679866185511,"male",0.429119
3266753323439129,"male",0.457926
253188185967412,"male",0.486548
944228013069399,"male",0.537433
2720734824832632,"male",0.521213
766780784105088,"male",0.445134
1232660820424407,"male",0.419573
3367526719973321,"male",0.383056
1433150587074345,"male",0.407706
335069284471982,"male",0.406714
400322117798329,"male",0.452233
377580503646799,"male",0.470363
318888376043014,"male",0.402003
1194607620918345,"male",0.569444
635688137096495,"male",0.527817
2951027295124701,"male",0.402189
841292539740712,"male",0.479805
359361722106889,"male",0.375173
332006561401607,"male",0.45504
757861951455968,"male",0.404961
696576927600095,"male",0.500876
349339356425753,"male",0.374549
964741877373839,"male",0.615687
399532154540842,"male",0.501034
1293631410968871,"male",0.467473
1489007271304183,"male",0.50692
3393627537419833,"male",0.499817
2759891744232596,"male",0.436301
4022721774411486,"male",0.398353
417113962798723,"male",0.361749
875009273030566,"male",0.407139
806304796803244,"male",0.380412
3266879060027715,"male",0.428134
318203332796458,"male",0.396969
840229929848024,"male",0.370142
367483564656696,"male",0.416535
362975701417891,"male",0.455867
336137564302426,"male",0.422282
353764185664097,"male",0.418038
2689983417921925,"male",0.505615
1254979011512526,"male",0.501376
787995628714937,"male",0.428936
779346132814520,"male",0.577517
736515520228448,"male",0.455231
642417526684292,"male",0.449765
910407129446276,"male",0.52076
232460654875467,"male",0.425579
320114672632218,"male",0.487311
327956035182601,"male",0.495204
673507513576983,"male",0.515709
343900913327692,"male",0.349416
350808509407013,"male",0.689003
3482498551794985,"male",0.437612
373496310477892,"male",0.475018
664849811112804,"male",0.476158
744945859629819,"male",0.447267
2648541085412444,"male",0.447522
680095039270435,"male",0.498723
657241941584235,"male",0.517241
649059285734171,"male",0.440424
668723363738391,"male",0.528114
1847624212073335,"male",0.451323
3035378759899559,"male",0.306855
266060191091095,"male",0.456009
403589923963574,"male",0.39296
2794686547469040,"male",0.480938
2776429319343732,"male",0.387209
344185730059129,"male",0.419475
1629261623899010,"male",0.472706
2801948790087026,"male",0.531863
388642229194047,"male",0.486402
354920479042543,"male",0.406086
830515927688826,"male",0.497532
649377676004052,"male",0.467682
330203018260703,"male",0.521951
696717107599367,"male",0.458012
266651234399103,"male",0.410995
327898084974748,"male",0.517806
328864935052225,"male",0.504618
1023139874813002,"male",0.433637
1210616009307138,"male",0.456464
1314978982227397,"male",0.458324
1785930044892975,"male",0.454532
2816736015267612,"male",0.596523
628483964515829,"male",0.440312
700304910695142,"male",0.427936
329581061452912,"male",0.487972
327953468296079,"male",0.423363
1303589433320976,"male",0.346004
631249810900125,"male",0.609705
255960242400629,"male",0.428572
361471085006874,"male",0.443129
1838818122923314,"male",0.625806
355716858905080,"male",0.469342
806045076820173,"male",0.472347
334457501169941,"male",0.35967
389179675412033,"male",0.540246
278847713106728,"male",0.515723
1460833790972280,"male",0.427067
2056807254460913,"male",0.429675
364184754759082,"male",0.386988
336429981016584,"male",0.577247
337104630830381,"male",0.414411
341548440385922,"male",0.360143
620759185228005,"male",0.485847
622758558417698,"male",0.363556
637473493631447,"male",0.419585
650563568926957,"male",0.610608
757602318150074,"male",0.493002
811334509669823,"male",0.424456
1073757599708603,"male",0.439141
1210245502681268,"male",0.496959
807714380042683,"male",0.413699
258591942230762,"male",0.506341
671620703754535,"male",0.385289
358992772120880,"male",0.404543
3593837480677926,"male",0.520715
2512467122379328,"male",0.443686
2770969463177300,"male",0.552463
449191746054790,"male",0.415949
473628683592922,"male",0.59076
922144824976032,"male",0.44123
1017783271968637,"male",0.522287
256719968973808,"male",0.542095
737677080505930,"male",0.436834
270708970713832,"male",0.449477
654869932102712,"male",0.534721
347112853286110,"male",0.442885
767567154031312,"male",0.702222
3167145456748562,"male",0.432739
878342739598544,"male",0.543333
1276322519383955,"male",0.454302
3255023991241038,"male",0.657657
818912958868739,"male",0.482512
336194704495124,"male",0.470139
341148390499057,"male",0.333333
3691346284248840,"male",0.443639
340106280558208,"male",0.41285
341878693796574,"male",0.388681
360293128497202,"male",0.510124
630253290993140,"male",0.42823
632309994317479,"male",0.428568
636877160346686,"male",0.385172
658756018399573,"male",0.42813
701247580475268,"male",0.463685
782525382585795,"male",0.374925
797212901064632,"male",0.432752
1179036625823020,"male",0.518275
3224748290967533,"male",0.452007
3268056849909468,"male",0.36381
3320544378066986,"male",0.397994
788304528379198,"male",0.36999
1573653516140801,"male",0.539648
334040891186140,"male",0.535622
797410047740871,"male",0.43129
376901363690143,"male",0.491669
3551319868253213,"male",0.419187
331255174850239,"male",0.350642
628988554461180,"male",0.395041
2786904778255414,"male",0.365647
333012754689321,"male",0.378575
333715367889440,"male",0.376366
357134852304027,"male",0.515692
414760443022200,"male",0.410555
667563053879524,"male",0.487743
727649734488092,"male",0.456472
336237604300072,"male",0.40829
405207473799115,"male",0.463095
627347868142155,"male",0.504069
662081804440316,"male",0.359461
828664887881708,"male",0.34724
659157431651657,"male",0.481564
2627554254224639,"male",0.441372
336105684358224,"male",0.496546
341556587290873,"male",0.437388
352311135888849,"male",0.40875
355609698962974,"male",0.399773
377792863391561,"male",0.46076
617092502289543,"male",0.434087
707301086528802,"male",0.565273
819276142163007,"male",0.376768
338191520784262,"male",0.394755
372100443978055,"male",0.467238
1356946171142250,"male",0.430505
1744855412329512,"male",0.424763
983696852057671,"male",0.44709
807472196490130,"male",0.606603
1548242285360949,"male",0.493047
807964659964335,"male",0.4404
1279841179025415,"male",0.425583
1734245970068164,"male",0.460157
2483558151943038,"male",0.39831
2537199453246386,"male",0.407672
709775999896812,"male",0.44227
337224804249755,"male",0.362011
998361847307570,"male",0.414735
291092305663195,"male",0.425926
715244789081556,"male",0.295309
638159213753768,"male",0.582623
639502226938005,"male",0.530253
334394530983229,"male",0.471848
2820897191475960,"male",0.481007
3294538150672031,"male",0.333905
323325718965001,"male",0.559626
337325240672433,"male",0.442666
431417161584249,"male",0.432172
655723595354903,"male",0.535163
755815991665266,"male",0.396488
769374390462907,"male",0.408542
1036056150165531,"male",0.44425
2644541029141064,"male",0.445385
332413257826498,"male",0.406089
2823183987900429,"male",0.406825
3553461878022144,"male",0.333343
3622663641119522,"male",0.551289
3265191770266051,"male",0.387455
989451241529140,"male",0.453692
3435822396464316,"male",0.602305
256013635708373,"male",0.389154
2811422639094500,"male",0.483461
396773641473824,"male",0.503037
356003258933822,"male",0.482118
942909106220050,"male",0.44603
1662463393955307,"male",0.51898
3634534059943824,"male",0.465358
1763980397087294,"male",0.433387
1054649804953910,"male",0.39884
660928784844464,"male",0.407828
735223123693521,"male",0.448258
2743078769283612,"male",0.481141
416285952678543,"male",0.476226
673257339950707,"male",0.476736
766703633901897,"male",0.420466
364738207883202,"male",0.518581
368192517538048,"male",0.575264
797255464416751,"male",0.495668
1019604481837600,"male",0.515092
2670865039795796,"male",0.681731
3138750686248330,"male",0.607928
3350353568365504,"male",0.446077
613003552915428,"male",0.559591
1033370487118646,"male",0.500724
350836616292483,"male",0.397308
349377459523140,"male",0.51944
1233430567008840,"male",0.436131
349195849461810,"male",0.46181
2414325528863659,"male",0.496439
321063809101050,"male",0.402577
240176737319848,"male",0.430778
660356711344559,"male",0.494414
692524554668774,"male",0.439257
669204787281762,"male",0.736793
239427917396815,"male",0.565614
317286123033881,"male",0.514444
334031397942179,"male",0.589755
363862984748480,"male",0.48262
399160014384744,"male",0.480756
442678970025747,"male",0.434379
612550256120859,"male",0.433451
666756843935554,"male",0.663474
2740888336183951,"male",0.548175
959692354530548,"male",0.389777
241842773777950,"male",0.451126
699206781031286,"male",0.547031
2391687671125289,"male",0.54563
2685429198411290,"male",0.533803
1150914568642817,"male",0.465308
314353622960793,"male",0.522594
663635800918745,"male",0.494693
316292729627664,"male",0.489084
323242008989083,"male",0.487883
325831975202644,"male",0.506771
326590055274501,"male",0.544812
738525420327330,"male",0.50002
2695880500680859,"male",0.478287
308660320424302,"male",0.513655
670386043578798,"male",0.601294
988941024918781,"male",0.509309
3741439995918158,"male",0.673842
636714003703745,"male",0.509333
234475524662236,"male",0.469123
631464681090995,"male",0.654545
801867870580051,"male",0.473861
3812530712108379,"male",0.561422
317676062653685,"male",0.541679
353338379149189,"male",0.44512
371003307254420,"male",0.442125
3791615790868407,"male",0.617903
759212297973689,"male",0.408196
2782553592024965,"male",0.410533
755527488632173,"male",0.495082
952483001904090,"male",0.451409
3311477598899814,"male",0.452664
475302350092790,"male",0.620509
784305355689386,"male",0.482842
709530303240828,"male",0.492238
3319165974838773,"male",0.424117
236518714418968,"male",0.464423
336653354251083,"male",0.415143
2988410044728710,"male",0.560786
235052257912988,"male",0.580562
594954841181113,"male",0.447476
388119818857133,"male",0.520277
3291009430934897,"male",0.401119
943325956157369,"male",0.413572
693027688090876,"male",0.413012
4438900319485611,"male",0.420005
957932324707813,"male",0.39068
3313749305406913,"male",0.488096
1262351607437013,"male",0.446329
687123861890433,"male",0.474526
2684686771792079,"male",0.51711
662050944441544,"male",0.462073
1276578406016694,"male",0.606308
2745518619103313,"male",0.467518
616328965922894,"male",0.41893
312303186740814,"male",0.441928
367406750949389,"male",0.486886
895606717637363,"male",0.425638
2642603369323721,"male",0.421805
326156031931840,"male",0.468718
319807152676500,"male",0.416666
2743867029271123,"male",0.489959
252338449288689,"male",0.497928
613763016171737,"male",0.454607
3341034985954384,"male",0.431189
353920669315717,"male",0.454794
1035130253588527,"male",0.396457
677520499810631,"male",0.490418
780055319448350,"male",0.487678
4322816164460374,"male",0.506225
358520505176194,"male",0.6193
335282301249915,"male",0.534912
798864660877684,"male",0.484197
2804417303213590,"male",0.514164
314443316483493,"male",0.47909
451544325822241,"male",0.485943
2342034452758214,"male",0.467045
1713296762172670,"male",0.48308
745948942924030,"male",0.442328
320027199084074,"male",0.471369
596700707664467,"male",0.532329
869888500209328,"male",0.546245
1239212003095795,"male",0.473572
3129733240482976,"male",0.458411
352254459350009,"male",0.423602
245543733334229,"male",0.542266
334957811112171,"male",0.537256
698766927374799,"male",0.540535
789470491864545,"male",0.449466
2585947711719214,"male",0.470009
1041209606299340,"male",0.548569
1245327902501429,"male",0.642784
365265647803547,"male",0.36273
410591786577719,"male",0.455106
625936374984246,"male",0.403585
236450114420170,"male",0.524398
331006764766778,"male",0.434182
340609250395096,"male",0.520791
599573664051230,"male",0.50192
344369116932342,"male",0.543954
321667069059112,"male",0.416955
421315105496287,"male",0.489079
352587606122545,"male",0.464114
2729923923994329,"male",0.625282
776089469825827,"male",0.478625
3348252101895136,"male",0.432619
354647898911791,"male",0.471489
318254036123803,"male",0.595781
769696603794938,"male",0.446454
1462239287497432,"male",0.412374
1493422857533209,"male",0.507325
3241755405937636,"male",0.474224
357250575456079,"male",0.583155
723888481672047,"male",0.453864
1208372242857200,"male",0.581768
2706106256271913,"male",0.609932
679590049310510,"male",0.539565
4589962771021556,"male",0.364665
364664517865363,"male",0.506261
612070603010934,"male",0.49528
649095512388365,"male",0.506671
774640023372156,"male",0.493306
781453095962016,"male",0.48473
3234060786671602,"male",0.553674
245393850051430,"male",0.431265
313701719858591,"male",0.450704
2739588452939366,"male",0.425768
688036238461455,"male",0.465072
2829337610633189,"male",0.457283
334364774662033,"male",0.477964
1202725926753654,"male",0.526935
319737982649545,"male",0.592453
646019749383605,"male",0.529935
326126998594552,"male",0.436356
330899718254875,"male",0.499037
1686050408208772,"male",0.445012
3287038438082164,"male",0.484385
679047262961512,"male",0.563887
1482952371895639,"male",0.563304
816733172431282,"male",0.473425
857890608077952,"male",0.525865
331477174728861,"male",0.5065
378108000247929,"male",0.495604
835551427249698,"male",0.515526
346083206752119,"male",0.461151
1209187632747301,"male",0.469034
350197316103952,"male",0.550162
2792701467681874,"male",0.44802
709466192974168,"male",0.453809
648901375750937,"male",0.611929
404716883852412,"male",0.498486
768840907245547,"male",0.517486
650482432274642,"male",0.579295
720471395174549,"male",0.560867
332478681419394,"male",0.5311
318934265844919,"male",0.454365
2661493300735171,"male",0.534597
659453011657028,"male",0.446067
679660469318253,"male",0.432657
773933759835426,"male",0.449866
987516931755531,"male",0.531661
1460477964146663,"male",0.493715
2636033710059439,"male",0.484037
682206399050761,"male",0.486825
699533734244074,"male",0.482567
849798925555096,"male",0.565245
658190054729400,"male",0.522991
901986906958265,"male",0.434901
1189799868066458,"male",0.453507
612389152782809,"male",0.48395
3242232609158491,"male",0.500877
247267966599506,"male",0.565948
261033755014140,"male",0.489746
805175000049910,"male",0.601594
383673829699779,"male",0.438198
846422505762961,"male",0.444185
252806402595708,"male",0.58161
324675318765945,"male",0.474144
1687560984754021,"male",0.47739
345953809929519,"male",0.469541
326530721926365,"male",0.551168
1500125833506499,"male",0.591263
850877292321135,"male",0.432741
913368155851719,"male",0.605315
793594021458054,"male",0.508444
367927904377688,"male",0.491278
268100747570732,"male",0.664436
1264190103926795,"male",0.50702
406918716944723,"male",0.510189
338991244220360,"male",0.6235
405294623789743,"male",0.497447
339406590445956,"male",0.488161
3153757774752904,"male",0.501199
795629591267739,"male",0.553641
249439566395641,"male",0.511213
780919449347965,"male",0.460031
2696413854010103,"male",0.617607
330708401369690,"male",0.4783
547231659389337,"male",0.435044
1445330802524434,"male",0.424713
1227875944241339,"male",0.455685
2727865217489459,"male",0.448505
2138406872950398,"male",0.445924
340753620519136,"male",0.475761
1190180558030275,"male",0.449545
1642006415976536,"male",0.478057
327913388535902,"male",0.42288
638236940051110,"male",0.483263
1251220721899373,"male",0.539293
320616239043653,"male",0.44733
1286286525043979,"male",0.597762
330407441525841,"male",0.46342
624454544913946,"male",0.507372
321989768873092,"male",0.541055
651490929124661,"male",0.40482
353460712465988,"male",0.597518
4467892929949086,"male",0.55
356575879036422,"male",0.474259
758871048291399,"male",0.476401
339324820718438,"male",0.491718
628192691180216,"male",0.46267
247253093333914,"male",0.470424
332492708028428,"male",0.468798
807194936703692,"male",0.559361
1044445059341723,"male",0.559361
3271410666269263,"male",0.463078
314807196479921,"male",0.474272
1567056123467459,"male",0.489437
2693851370934441,"male",0.448818
335836354328700,"male",0.492151
1419819264883609,"male",0.549931
352025042607339,"male",0.449342
367826084240635,"male",0.495758
978933242574788,"male",0.456211
724918898061224,"male",0.440165
676442506324132,"male",0.46679
2938675839744121,"male",0.583304
346260949968497,"male",0.525033
2927483584187577,"male",0.585798
2007300522738566,"male",0.508168
920312961705743,"male",0.525115
973635943103917,"male",0.483909
2712741805639333,"male",0.548851
265839604522503,"male",0.514981
525797218230886,"male",0.374711
3220618251363356,"male",0.538339
335193374391621,"male",0.543597
651667445473644,"male",0.578527
739636383265408,"male",0.45587
757979185000417,"male",0.442599
1563486873837458,"male",0.468587
2513617635594770,"male",0.491036
2654201888173010,"male",0.537042
2654595461423992,"male",0.489777
747368056114831,"male",0.455497
623514698552348,"male",0.517147
598385870837827,"male",0.487707
1250649995298180,"male",0.590409
765368264245140,"male",0.529941
2822644977957253,"male",0.5498
329816098080200,"male",0.512872
1871197489684809,"male",0.473513
1236590750020635,"male",0.448555
1210174349338833,"male",0.505814
1030425790733771,"male",0.520759
740226849890479,"male",0.495214
327875388466499,"male",0.493777
783834595718234,"male",0.481295
336259534192251,"male",0.470148
2738298963117784,"male",0.568016
240472180713943,"male",0.498452
4349157068491913,"male",0.477387
611636146174113,"male",0.455508
3343644945714888,"male",0.433888
347892903237074,"male",0.448706
253892845824060,"male",0.571321
242053580535485,"male",0.399832
760053567873149,"male",0.493383
779278186193139,"male",0.474478
1845442325638239,"male",0.537868
699990647258908,"male",0.474296
379433909746710,"male",0.5349
354294242363741,"male",0.479358
675186180060638,"male",0.480301
1248183785526656,"male",0.503495
321980352365346,"male",0.541172
601334977207490,"male",0.559112
2983072611797536,"male",0.58177
679668305985354,"male",0.541656
252238816088630,"male",0.436703
776909036477433,"male",0.44812
840983810066200,"male",0.548079
757128691515871,"male",0.488229
2747073565560508,"male",0.496231
327700151818972,"male",0.524284
957647514712037,"male",0.531111
755997834948209,"male",0.616486
337925527457824,"male",0.496177
274606153929457,"male",0.534024
349275792891106,"male",0.544217
645747286142278,"male",0.577466
848161162254881,"male",0.487495
1482488151948728,"male",0.534717
722162531696583,"male",0.439477
404195030581542,"male",0.455223
422957582026237,"male",0.349552
630295840973329,"male",0.372728
2829497337372172,"male",0.423507
350690309602064,"male",0.361867
1037803983340622,"male",0.390597
705715183369102,"male",0.401338
354791402440338,"male",0.412604
768742677037893,"male",0.43774
776535302912901,"male",0.505951
377807556924728,"male",0.477195
267361564541493,"male",0.534829
2712616762337361,"male",0.41742
630100477652731,"male",0.459298
2373969089394900,"male",0.357246
372510280556900,"male",0.433169
347447720012873,"male",0.384487
365334604617354,"male",0.365205
369003907623596,"male",0.429475
392057191951539,"male",0.421618
784102345775712,"male",0.399021
2731703083708536,"male",0.487219
347708086502346,"male",0.424135
426699848298938,"male",0.606724
801698327310719,"male",0.416653
1034164967057693,"male",0.464062
1466746906851716,"male",0.484099
424221848979119,"male",0.367929
3819547831423497,"male",0.524734
424449745220767,"male",0.462014
674021743526208,"male",0.437851
706193260249054,"male",0.416864
2587164931573446,"male",0.459413
2591638401166807,"male",0.440452
763618600875319,"male",0.44587
776697649779960,"male",0.413229
651997505500675,"male",0.551818
1269593336707244,"male",0.522649
849189092284663,"male",0.461331
400932960912445,"male",0.450546
440402126929215,"male",0.477587
363215858163749,"male",0.440641
666017817670756,"male",0.528299
810389256386013,"male",0.479182
334488794447422,"male",0.63756
2818040231753372,"male",0.526511
2765547507043411,"male",0.429416
349145886306160,"male",0.45468
362923531425086,"male",0.398072
1114685842298780,"male",0.483419
1276783759371655,"male",0.509868
349721739594776,"male",0.453459
352640775851249,"male",0.395351
2677178365853411,"male",0.617584
357070098680622,"male",0.539519
704839516794827,"male",0.46108
2802224709995555,"male",0.402928
372238307239359,"male",0.508386
369757447767081,"male",0.538611
975270399968453,"male",0.38525
619633345370494,"male",0.446582
347590463239839,"male",0.391557
1039156339870958,"male",0.399991
361579621659662,"male",0.511728
2726263254292042,"male",0.469373
3174189816023058,"male",0.467608
624611768219213,"male",0.507024
398277528005306,"male",0.544851
3266685536804054,"male",0.461817
1212627302463817,"male",0.513897
3934608873221262,"male",0.428742
3543450069082515,"male",0.418097
681278465851913,"male",0.552296
336553274222107,"male",0.569812
643204646566423,"male",0.505101
654634605192946,"male",0.489164
672250363705250,"male",0.553779
3311603072222863,"male",0.513928
342205630568200,"male",0.513781
388193242226968,"male",0.570515
632447004109658,"male",0.45114
665601150740702,"male",0.444075
775156166394244,"male",0.371781
2081914451940532,"male",0.445334
341928567096246,"male",0.443848
613624842637688,"male",0.468987
984141265433518,"male",0.399968
1314940025516910,"male",0.436097
696650047867793,"male",0.437814
3695039177184485,"male",0.439131
1781464845361141,"male",0.440375
4503223469748342,"male",0.630922
2140760916056219,"male",0.659051
261866965147472,"male",0.502761
386743809372070,"male",0.563839
2594011687577896,"male",0.469088
356613985780267,"male",0.534094
264132431535611,"male",0.464896
478188396475714,"male",0.509679
3048707191895528,"male",0.358524
783630138864615,"male",0.444313
823971745029687,"male",0.461184
1006136323236142,"male",0.599945
2806332579469597,"male",0.466405
354923259047091,"male",0.405233
367673854595140,"male",0.545239
395272674803015,"male",0.44621
274007713767137,"male",0.434861
384671859608791,"male",0.519961
642693146637219,"male",0.57049
2751836201755779,"male",0.508199
712892305991831,"male",0.404608
991249191344857,"male",0.49401
654671425234592,"male",0.454533
677446026485178,"male",0.440001
2741027842786820,"male",0.47037
363367008140678,"male",0.567538
355177929270987,"male",0.499404
413256536329471,"male",0.447238
795877961231231,"male",0.467685
348277139618002,"male",0.466207
725706798023309,"male",0.454695
767212760792959,"male",0.460916
255827755835100,"male",0.480153
740059266607022,"male",0.532645
486770692278950,"male",0.531698
2110098935801749,"male",0.397932
3163693460424916,"male",0.422669
968723440303652,"male",0.391043
669891153659412,"male",0.462481
287943705507013,"male",0.501516
382980979497085,"male",0.57288
343419006889259,"male",0.402135
791489278308860,"male",0.449731
3305159782853211,"male",0.492606
820683095362542,"male",0.520141
2643503539203546,"male",0.460403
742235486506451,"male",0.543215
2913251422241520,"male",0.437411
1005779066555858,"male",0.462318
374897453638182,"male",0.390792
734004097498667,"male",0.454897
3664663756898415,"male",0.59886
722468048358725,"male",0.43857
345335506887382,"male",0.481868
399082131483497,"male",0.639996
1251387141926571,"male",0.458576
992823264520438,"male",0.432516
372997570508177,"male",0.411247
3514330458627782,"male",0.640466
277254753420039,"male",0.476619
447929836181675,"male",0.491712
976930982712746,"male",0.514365
